State_of_Country,Market_Category,Product_Category,Grade,Low_Cap_Price,High_Cap_Price
21,441,10,0,3374,4900
21,443,0,0,3719,4986
21,14,0,0,3751,4585
21,451,13,0,4816,6999
21,469,0,0,3669,4843
21,198,0,0,2907,3975
21,58,0,1,3197,4506
21,220,12,0,3580,5066
0,3,0,0,2267,3622
1,57,0,0,2655,5644
17,11,0,3,311,670
20,55,0,0,2746,3661
21,441,10,0,3207,4759
21,443,0,0,3670,5595
21,447,0,0,1396,3601
21,451,13,0,4786,6722
21,452,0,0,3478,4381
21,198,0,0,3162,4239
21,58,0,1,3141,4297
21,152,0,0,2048,2843
18,23,12,2,4428,10564
20,55,0,0,1866,3824
20,115,0,0,2264,3378
3,80,0,2,366,568
3,113,0,0,1995,3774
21,447,0,0,1398,3826
21,152,0,0,2073,3062
0,3,0,0,1871,4024
0,186,0,0,2749,3810
0,1,0,0,2171,6018
20,55,0,0,1753,3689
3,113,0,0,1703,5321
21,452,0,0,3222,4601
21,198,0,0,3165,4178
21,152,0,0,2025,3143
0,186,0,0,2712,3827
17,462,0,3,2150,3759
3,113,0,0,971,5342
21,445,0,0,2826,4551
21,447,0,0,1305,3451
21,188,0,0,2381,3594
21,452,0,0,3221,4372
21,198,0,0,3127,4537
21,58,0,1,3218,4360
14,181,0,0,2259,6065
0,3,0,0,1827,4820
0,186,0,0,2136,3966
21,441,10,0,3521,4603
21,447,0,0,1340,3759
21,452,0,0,3507,4317
21,469,0,0,3565,5126
0,186,0,0,2149,3261
1,57,0,0,3098,5301
17,462,0,3,494,654
18,23,10,2,1253,6277
20,55,0,0,2548,3873
20,100,0,0,2024,2827
3,113,0,0,1699,5226
21,443,0,0,3946,5750
21,14,0,0,3767,4495
21,165,0,0,1891,2970
21,446,10,0,4108,5411
21,447,0,0,1321,3481
21,24,10,0,3130,4324
21,451,13,0,4955,6890
21,198,0,0,2924,3991
21,65,0,2,1154,1792
21,152,0,0,2191,2973
0,186,0,0,2925,3848
21,443,0,0,4110,6290
21,14,0,0,3555,5077
21,188,0,0,2328,3352
0,3,0,0,2657,3538
0,186,0,0,2785,3552
0,283,1,0,1782,3268
1,57,0,0,3334,6344
18,23,10,2,1517,4857
20,55,0,0,2845,4217
3,113,0,0,1980,5227
21,441,10,0,3480,4481
21,443,0,0,4135,6106
21,447,0,0,1208,3696
21,24,10,0,3159,4402
21,451,13,0,5066,6435
21,452,0,0,3297,4690
21,58,0,1,3180,4501
21,152,0,0,2085,2976
0,186,0,0,2499,3249
1,456,1,0,2801,6476
20,55,0,0,2328,3997
3,113,0,0,1664,5887
21,441,10,0,3317,5126
21,14,0,0,3476,5021
21,451,13,0,4715,6678
21,188,0,0,2358,3284
21,469,0,0,3629,4916
21,198,0,0,3080,4324
21,152,0,0,2069,2984
0,3,0,0,2449,3532
0,186,0,0,3486,4647
17,358,0,3,2357,16620
20,55,0,0,2483,3662
21,443,0,0,3992,6103
21,65,0,2,2703,3970
21,152,0,0,2045,2843
0,186,0,0,2321,3303
0,1,0,0,840,6019
18,23,10,2,1246,4656
18,23,11,2,4120,8698
20,55,0,0,2215,3075
20,100,0,0,3745,4491
21,441,10,0,3326,4493
21,447,0,0,1332,3523
21,451,13,0,5269,6651
21,452,0,0,3411,4893
21,58,0,1,3267,4562
21,152,0,0,2107,3091
0,3,0,0,2917,3944
0,186,0,0,2848,3492
1,45,0,0,4715,6661
17,358,0,3,2953,14889
18,23,10,2,1214,4584
20,55,0,0,2620,3603
21,447,0,0,1322,3538
21,451,13,0,4526,6800
21,452,0,0,3256,4305
21,58,0,1,3427,4375
21,152,0,0,1904,2673
0,186,0,0,2183,3461
0,1,0,0,1806,4610
17,11,0,3,377,474
18,23,10,2,1066,4340
18,23,12,2,4598,9586
20,55,0,0,2661,4185
20,124,0,0,2740,4307
21,441,10,0,3141,4808
21,24,10,0,2909,4195
21,188,0,0,2364,3478
21,58,0,1,3197,4402
21,152,0,0,2079,2951
0,186,0,0,2042,2890
0,256,0,0,2564,9749
17,10,15,3,431,927
18,23,10,2,1160,4344
20,55,0,0,2706,3771
20,100,0,0,3770,4712
21,441,10,0,3378,4709
21,447,0,0,1250,3591
21,188,0,0,2457,3416
21,452,0,0,3526,4882
0,3,0,0,2885,4235
0,186,0,0,2560,3760
1,57,0,0,3343,5209
20,55,0,0,2383,4209
21,24,10,0,3387,4679
21,449,0,0,3380,4887
21,451,13,0,5193,6083
21,469,0,0,3557,4742
21,58,0,1,3053,4801
14,181,0,0,1943,5100
0,3,0,0,2294,3956
0,186,0,0,2601,3426
0,15,0,0,1722,3666
20,93,0,2,2815,4585
21,446,10,0,4025,5890
21,447,0,0,1219,3447
21,24,10,0,3182,4215
21,452,0,0,3347,4803
21,469,0,0,3565,4968
21,58,0,1,3225,4271
0,3,0,0,2095,3959
0,186,0,0,2457,3219
17,358,0,3,3444,14838
20,55,0,0,1764,3889
21,452,0,0,3324,4650
21,469,0,0,3730,5066
0,186,0,0,2118,3566
17,358,0,3,2855,8541
20,93,0,2,2591,4645
20,55,0,0,2017,3754
21,441,10,0,3460,4776
21,446,10,0,4174,6095
21,58,0,1,3135,4417
21,152,0,0,2075,3037
0,0,0,0,2353,3957
0,3,0,0,2686,4108
0,186,0,0,2127,2891
1,45,0,1,3639,5052
1,57,0,0,3800,6131
20,55,0,0,1758,4080
20,100,0,0,2813,4186
20,124,0,0,2661,3796
21,162,0,1,3766,4910
21,24,10,0,3222,4258
21,451,13,0,5165,6729
21,452,0,0,1026,1423
21,65,0,2,2571,3990
0,0,0,0,1546,3162
0,3,0,0,2844,4030
0,450,0,0,2030,3165
1,57,0,0,3546,5325
18,23,12,2,3394,9714
20,55,0,0,1693,3775
20,100,0,0,2567,3444
20,104,13,0,1476,3876
3,113,0,0,2540,5121
21,446,10,0,4062,5589
21,447,0,0,1378,3713
21,451,13,0,4941,6531
21,452,0,0,3373,4617
0,3,0,0,2948,4197
0,186,0,0,2550,3610
1,45,0,1,4147,5732
17,358,0,3,3662,15447
17,11,0,3,386,711
20,93,0,2,2184,4228
3,113,0,0,1806,3479
21,441,10,0,3272,4745
21,451,13,0,4734,6334
21,452,0,0,3633,4538
21,198,0,0,3148,4722
21,58,0,1,3151,4522
21,205,10,0,2323,3336
0,0,0,0,1929,3363
1,57,0,0,3467,5324
20,55,0,0,1913,3992
3,113,0,0,2009,5656
21,14,0,0,3676,4886
21,447,0,0,1390,3612
21,451,13,0,4588,7037
21,469,0,0,3662,4771
21,198,0,0,3346,4887
21,58,0,1,3401,4214
7,187,0,0,537,710
0,3,0,0,2264,3875
0,186,0,2,2478,3299
1,57,0,0,3332,5293
17,358,0,3,2486,14677
21,443,0,0,4030,5820
21,447,0,0,1425,3797
21,451,13,0,4757,7174
21,188,0,0,2506,3399
21,452,0,0,3479,4644
0,3,0,0,3098,4153
17,358,0,3,373,1523
20,55,0,0,1864,3356
21,443,0,0,4291,6220
21,14,0,0,3672,5163
21,165,0,0,2231,3719
21,188,0,0,2292,3374
21,198,0,0,3305,4609
21,65,0,2,2938,4247
0,186,0,2,2830,3693
1,57,0,0,3602,5397
20,55,0,0,2107,3838
21,445,0,0,3352,5242
21,446,10,0,4109,5588
21,188,0,0,2449,3464
21,65,0,2,3030,4257
0,0,0,0,1606,3195
0,3,0,0,2237,3607
0,186,0,2,1961,2519
1,57,0,0,2620,5618
2,350,1,1,4432,8257
17,358,0,3,3161,14485
18,23,10,2,1176,5022
20,93,0,2,3025,5038
20,55,0,0,1601,3752
21,445,0,0,3550,5583
21,447,10,0,1416,4090
21,451,13,0,4964,6580
21,188,0,0,2576,3385
21,198,0,0,3359,4406
21,65,0,2,2694,4341
0,3,0,0,2467,4267
0,186,0,2,2127,3281
0,176,0,0,3072,4529
0,450,0,0,2310,3005
1,57,0,0,3759,4927
17,358,0,3,3127,15849
18,23,10,2,1372,4663
20,55,0,0,2749,4202
3,191,0,2,3063,4576
21,14,0,0,3645,4519
21,162,0,1,3632,5022
21,446,10,0,3861,6386
21,451,13,0,4987,6793
21,188,0,0,2513,3598
21,452,0,0,3147,4477
21,198,0,0,3271,4395
21,65,0,2,2866,4381
21,58,0,1,3321,4604
0,3,0,0,2507,3938
17,358,0,3,2648,15304
20,55,0,0,2778,3868
3,62,0,0,1713,5952
21,443,0,0,4451,5999
21,14,0,0,3751,5009
21,446,10,0,4178,5827
21,188,0,0,2522,3756
21,452,0,0,3510,4540
18,23,10,2,1380,4784
18,23,12,2,2912,9844
20,55,0,0,2685,4260
3,113,0,0,1159,4877
21,443,0,0,4398,6552
21,447,10,0,1608,4244
21,451,13,0,4984,6708
21,188,0,0,2630,3558
21,452,0,0,3326,4467
21,198,0,0,3443,4859
21,65,0,2,2819,4441
0,3,0,0,2837,4190
21,447,10,0,1587,4420
21,451,13,0,5188,7227
21,65,0,2,2723,4810
5,126,0,0,1853,2393
0,3,0,0,2549,4229
0,186,0,2,2893,4029
21,443,0,0,4101,6290
21,14,0,0,3589,5164
21,451,13,0,4849,6596
21,152,0,0,3055,4148
0,0,0,0,2416,3756
0,186,0,2,2595,4141
0,450,0,0,2044,6476
1,45,0,0,4451,6712
3,113,0,0,1102,5981
21,443,0,0,4086,5998
21,447,10,0,1684,4700
21,24,10,0,3571,5464
21,451,13,0,5160,7260
21,188,0,0,2832,3558
21,65,0,2,2752,4745
21,58,0,1,3138,4525
0,186,0,2,3131,4086
1,57,0,0,3724,6252
17,358,0,3,3752,15881
3,62,0,0,1968,6703
21,14,0,0,3605,4919
21,447,10,0,1679,4236
21,188,0,0,2597,4083
21,452,0,0,3603,4926
21,65,0,2,2698,4866
21,58,0,1,3405,4607
5,193,0,1,2542,3265
0,3,0,0,2747,4378
1,57,0,0,2729,6510
18,23,11,2,3159,8013
21,447,10,0,1666,4693
21,451,13,0,5002,7086
21,188,0,0,2799,3834
21,452,0,0,3690,4793
21,65,0,2,2712,4478
21,58,0,1,3148,4175
5,126,0,0,1665,2297
5,98,0,0,1014,2225
0,3,0,0,3194,3977
0,186,0,2,3024,3894
1,57,0,0,3959,6061
20,55,0,0,2091,4912
21,14,0,0,3454,4611
21,451,13,0,5117,6534
21,188,0,0,2797,3856
21,58,0,1,3304,4594
0,186,0,2,2931,4231
1,57,0,0,4041,6338
18,23,10,2,1481,5774
3,63,0,1,3204,5935
3,113,0,0,1993,4845
21,447,10,0,1788,4800
21,451,13,0,5048,6968
21,452,0,0,3760,4903
0,294,0,2,3756,6414
1,57,0,0,4025,6083
21,446,10,0,4657,6259
21,452,0,0,3664,4797
21,58,0,1,3252,4523
5,471,1,2,2183,4942
0,3,0,0,2521,4241
0,186,0,2,2847,3723
17,358,0,3,3555,15524
20,55,0,0,3635,5175
21,188,0,0,2890,3957
0,186,0,2,2926,3912
17,358,0,3,4879,14784
17,11,0,3,316,749
18,23,10,2,1459,5489
20,55,0,0,3320,5013
21,14,0,0,3813,5182
21,447,10,0,1844,4827
21,451,13,0,5454,6767
21,452,0,0,3327,4819
21,65,0,2,2877,5324
21,58,0,1,3443,4644
0,3,0,0,3152,3833
0,186,0,2,2895,4413
1,456,1,0,4061,8378
20,55,0,0,3581,5224
21,14,0,0,3613,5146
21,165,0,0,2441,3740
21,447,10,0,1755,4934
21,451,13,0,4914,6562
21,452,0,0,3747,4913
21,65,0,2,2746,5135
21,58,0,1,3128,4447
0,3,0,0,2248,4446
0,186,0,2,2859,3960
1,57,0,0,4346,6806
17,358,0,3,2972,16375
18,23,12,2,3480,9416
21,14,0,0,3738,5180
21,451,13,0,4817,8211
21,452,0,0,3671,5076
21,152,0,0,3345,4568
0,3,0,0,2943,4123
0,1,0,0,1771,3615
0,315,0,2,3496,4666
17,358,0,3,4603,16427
20,55,0,0,3521,4645
20,73,0,0,2247,2868
21,447,10,0,1800,4733
21,451,13,0,4546,6916
21,452,0,0,3819,4753
21,152,0,0,3290,4549
0,294,0,2,2778,4695
20,55,0,0,3328,5120
3,63,0,1,4222,8238
21,58,0,1,3224,4505
0,186,0,2,2177,2862
17,358,0,3,3398,14857
20,30,0,0,3255,4124
0,0,0,0,2401,4440
20,104,13,0,1290,3881
21,14,0,0,3861,5158
21,452,0,0,3482,4997
21,152,0,0,3478,5235
1,456,1,0,3880,9246
1,57,0,0,3974,7843
20,55,0,0,1980,2692
21,162,0,1,3664,5189
21,446,10,0,4242,6227
21,447,10,0,1972,4332
21,188,0,0,2931,3989
21,452,0,0,3456,4924
21,65,0,2,3114,4515
0,3,0,0,3092,5547
0,186,0,2,2232,3110
17,358,0,3,3298,14548
17,11,0,3,264,733
20,55,0,0,3623,4904
21,451,13,0,4984,6551
21,188,0,0,2893,4062
21,469,0,0,3792,5495
20,55,0,0,3372,4915
20,137,0,0,4157,6785
3,74,0,0,5226,6665
3,191,0,2,3277,4790
21,14,0,0,3780,4834
21,447,10,0,1914,4715
21,451,13,0,5220,6792
21,188,0,0,2944,3801
21,58,0,1,3403,4871
0,186,0,2,2824,3898
0,275,0,0,2495,3640
0,283,1,0,3223,6334
1,57,0,0,4052,7207
18,23,10,2,1496,5779
20,55,0,0,3569,4729
3,62,0,0,2895,12275
21,14,0,0,4050,5084
21,447,10,0,2008,4589
21,451,13,0,4881,6941
21,188,0,0,3021,3857
21,469,0,0,3733,4989
21,58,0,1,3538,4756
0,186,0,2,2768,4531
0,450,0,0,2870,3849
21,447,10,0,1968,5022
21,451,13,0,4724,6418
21,452,0,0,3475,4799
18,23,10,2,1765,5991
20,55,0,0,3596,5191
3,62,0,0,2880,14440
21,451,13,0,5099,6854
21,452,0,0,3485,4726
0,186,0,2,3342,4720
20,55,0,0,3917,5241
21,14,0,0,3778,5303
21,452,0,0,3809,5023
2,350,1,1,5564,8544
17,358,0,3,4591,14168
20,55,0,0,3907,5206
21,14,0,0,3980,5464
21,447,10,0,2252,5193
21,451,13,0,4971,8965
20,55,0,0,3944,5385
21,447,10,0,2369,5592
21,24,10,0,4272,5930
21,451,13,0,5313,6901
21,211,0,0,2712,4515
20,55,0,0,3636,5022
3,113,0,0,2304,6248
21,443,0,0,4969,6793
21,14,0,0,4921,6108
21,447,10,0,2216,5574
21,24,10,0,4659,5941
21,451,13,0,4671,6860
21,65,0,2,3223,5032
1,456,1,0,2684,9087
17,358,0,3,7677,14222
20,55,0,0,3915,5331
3,63,0,1,3195,7632
21,443,0,0,4871,6745
21,447,10,0,2552,5831
21,24,10,0,4288,6067
21,451,13,0,4933,6389
21,58,13,0,3681,4924
20,55,0,0,3815,5043
21,165,0,0,3036,4028
21,446,10,0,4298,6215
21,447,10,0,2410,6001
21,451,13,0,4943,6576
21,188,0,0,3098,4201
20,93,0,2,3070,4133
20,55,0,0,2417,5417
3,63,0,1,3533,7789
21,446,10,0,4661,6570
21,447,10,0,2729,6271
21,24,10,0,4686,6563
21,451,13,0,4635,7099
21,58,13,0,3133,4633
17,358,0,3,8971,16944
20,55,0,0,3992,5500
21,188,0,0,3460,4601
21,65,0,2,3189,5413
18,23,10,2,1632,6245
20,55,0,0,2151,5713
20,115,0,0,1769,2608
21,443,0,0,4974,6456
21,446,10,0,4568,6404
21,447,10,0,2754,6390
21,152,0,0,3921,5586
0,0,0,0,2689,4345
0,262,0,1,2584,4406
0,294,0,2,2549,6972
0,450,0,0,3847,8048
4,190,14,0,9623,15756
17,358,0,3,5536,13725
18,23,12,2,2430,10203
20,55,0,0,3828,5418
20,104,13,0,1346,3764
21,445,0,0,3864,5411
21,14,0,0,5155,6486
21,447,10,0,2904,6233
21,24,10,0,4561,6620
21,451,13,0,5161,6390
21,65,0,2,3345,5374
21,58,13,0,3299,5122
4,190,0,0,11749,15090
4,458,10,0,6809,9055
17,358,0,3,4934,17096
18,23,12,2,2499,10303
20,93,0,2,3412,6369
20,55,0,0,3223,5089
3,113,0,0,5650,8854
21,443,0,0,5111,6983
21,14,0,0,5072,7324
21,447,10,0,2812,6925
21,24,10,0,4898,6216
21,451,13,0,4682,6710
21,452,0,0,3966,5937
21,65,0,2,3433,5392
21,58,13,0,3348,4566
0,450,0,0,3830,9581
17,358,0,3,5745,10557
20,55,0,0,4172,5920
21,14,0,0,4800,6862
21,447,10,0,2918,7183
21,451,13,0,5072,6456
21,469,0,0,4422,6218
21,65,0,2,3271,5304
21,58,13,0,3447,4740
21,152,0,0,4086,5813
0,450,0,0,3929,9243
3,191,0,2,3502,6563
21,446,10,0,4612,6979
21,451,13,0,4929,6889
21,188,0,0,3406,4607
21,469,0,0,5165,6702
0,43,1,0,3401,16348
17,358,0,3,6733,15450
20,93,0,2,3111,5143
20,55,0,0,2380,5390
3,113,0,0,7172,10374
21,443,0,0,5131,7643
21,58,13,0,3782,4497
21,443,0,0,5021,7237
21,14,0,0,4938,7136
21,188,0,0,3523,4779
21,65,0,2,3682,5647
20,55,0,0,3537,4694
20,73,0,0,2218,3117
3,113,0,0,303,1052
21,443,0,0,5016,7190
21,446,10,0,5185,7376
21,452,0,0,4139,5638
20,55,0,0,4524,6004
21,165,0,0,2872,4463
21,447,10,0,3200,7478
21,451,13,0,5106,6481
21,452,0,0,3769,5044
23,183,0,2,7175,15715
0,195,1,1,11831,17299
17,358,0,3,5363,15942
20,55,0,0,2541,4528
21,446,10,0,5432,6792
21,447,10,0,3064,7814
21,451,13,0,5196,6388
21,469,0,0,5171,7202
21,65,0,2,3554,5683
17,358,0,3,4771,14756
20,55,0,0,1891,5851
21,443,0,0,5708,7571
21,14,0,0,4929,7308
21,165,0,0,3053,4365
21,447,10,0,3151,7348
21,451,13,0,5294,6732
5,147,0,0,1725,5033
0,49,0,2,427,564
20,55,0,0,4204,6256
3,63,0,1,4003,7575
9,60,1,3,267,632
21,443,0,0,5496,7422
21,14,0,0,4970,6795
21,188,0,0,3734,5280
21,452,0,0,4111,5524
21,469,0,0,5409,7258
21,65,0,2,3696,6470
21,58,13,0,3552,4887
4,458,10,0,6154,9109
17,358,0,3,5120,15998
18,23,10,2,1827,6634
20,55,0,0,3846,5299
21,443,0,0,7612,9770
21,14,0,0,5278,7595
21,447,10,0,3431,7991
21,451,13,0,5181,6618
21,65,0,2,3574,6841
17,358,0,3,5350,15944
20,55,0,0,3457,5804
21,443,0,0,7412,9374
21,188,0,0,3667,5072
21,65,0,2,3654,6513
23,177,0,0,5037,7077
18,23,11,2,1801,7853
20,93,0,2,4165,13714
20,55,0,0,4100,5368
3,191,0,2,3590,6888
21,443,0,0,7358,9196
21,447,10,0,3309,7418
21,24,10,0,5254,7482
21,65,0,2,3461,6637
23,197,0,2,3266,5702
0,195,1,0,11072,14431
4,36,0,0,11168,14457
18,23,12,2,2518,10248
20,93,0,2,3923,7689
20,55,0,0,3340,4441
3,63,0,1,5588,12431
21,447,10,0,3318,8458
21,24,10,0,4954,7054
21,451,13,0,5290,6764
21,452,0,0,4191,5632
21,65,0,2,3446,6686
21,58,13,0,3638,5181
20,55,0,0,4671,5967
3,63,0,1,5381,13452
3,191,0,2,3594,5878
21,447,10,0,3527,8401
21,24,10,0,4794,6739
21,452,0,0,4249,5959
21,469,0,0,5608,7495
21,65,0,2,3332,6648
17,358,0,3,7554,16516
20,93,0,2,4445,7768
21,445,0,0,5036,8255
21,14,0,0,5442,7133
21,447,10,0,3509,8224
21,24,10,0,5019,6976
21,451,13,0,5214,6708
21,188,0,0,3897,6087
21,452,0,0,4108,5905
21,58,13,0,3619,4584
21,152,0,0,5580,7305
20,55,0,0,4012,5877
21,447,10,0,3670,8099
21,24,10,0,4894,7105
21,451,13,0,5085,6751
21,188,0,0,4251,5558
21,452,0,0,4436,5903
20,93,0,0,4696,13639
21,447,10,0,3514,7337
21,24,10,0,5111,7068
21,452,0,0,4418,6068
21,469,0,0,5251,7835
21,65,0,2,3595,5386
21,58,13,0,3472,4859
21,152,0,0,5566,8186
5,108,0,0,2611,6436
17,358,0,3,4831,16596
21,14,0,0,5076,7122
17,358,0,3,3924,11476
20,55,0,0,2750,3935
21,451,13,0,4808,6412
2,350,1,1,6948,11367
17,358,0,3,5285,16455
21,451,13,0,4899,6659
21,452,0,0,4855,6800
17,358,0,3,5822,16265
21,14,0,0,5269,7340
21,447,10,0,3675,8624
21,58,13,0,3568,4946
21,152,0,0,6216,8795
0,103,16,0,9582,14328
0,294,0,2,5893,7811
17,358,0,3,5403,16238
18,23,10,2,1940,5858
3,63,0,1,3994,13904
3,113,0,0,6537,8825
21,443,0,0,6597,10062
21,14,0,0,5049,7189
21,447,10,0,3915,8411
21,451,13,0,5428,7180
21,58,13,0,3758,4941
0,103,16,1,10944,15648
0,103,16,0,10900,14860
18,23,10,2,1923,5953
20,55,0,0,3611,5406
21,451,13,0,5206,6858
21,58,13,0,3669,4662
21,152,0,0,5988,7791
2,350,1,1,7526,10816
3,80,0,2,6388,10281
21,58,13,0,3682,5243
0,103,1,1,5954,8481
21,443,0,0,7681,12973
23,177,0,0,6309,9938
17,358,0,3,5479,17111
21,443,0,0,8320,12908
21,447,10,0,4091,8415
21,451,13,0,5231,7394
21,452,0,0,5806,6907
21,65,0,2,3999,6139
0,103,16,1,9322,15054
0,103,16,0,9611,13617
21,443,0,0,7961,11803
21,447,10,0,4053,8443
21,451,13,0,5015,7458
21,452,0,0,5305,6766
21,469,0,0,4598,7464
21,65,0,2,3926,6207
0,103,16,1,10520,15398
17,358,0,3,5461,14709
21,14,0,0,5277,7180
21,451,13,0,5454,7278
21,452,0,0,5102,7554
17,10,15,3,1222,1876
3,63,0,1,4248,12940
21,443,0,0,7629,11145
21,451,13,0,5647,7671
21,452,0,0,5339,7349
21,65,0,2,3783,5861
21,58,13,0,3850,4969
21,152,0,0,6843,9363
0,103,16,1,9848,16080
3,63,0,1,9311,13287
21,443,0,0,7415,10793
21,451,13,0,5256,7843
0,103,16,1,11822,16687
0,103,16,0,10285,13883
0,103,16,2,9768,13882
18,23,12,2,1809,8844
3,80,0,2,5329,13661
21,443,0,0,7520,10353
21,451,13,0,5574,7227
21,452,0,0,5542,6878
21,152,0,0,7153,9312
5,471,1,2,2644,3565
21,443,0,0,7028,10883
21,14,0,0,5457,6848
21,451,13,0,5317,7456
21,452,0,0,5692,7472
21,65,0,2,4149,6027
0,103,16,1,10815,15818
0,103,16,2,9275,15158
1,97,0,0,1224,1706
17,358,0,3,8017,16806
21,447,10,0,4310,8815
21,451,13,0,5916,8049
21,452,0,0,5459,8003
21,152,0,0,6814,9663
0,103,16,1,11566,17255
0,103,16,0,11567,16676
0,103,16,2,11059,16446
21,162,0,1,7528,11863
21,451,13,0,5916,7933
21,452,0,0,5299,7214
21,58,13,0,3857,6190
21,152,0,0,6160,8880
0,103,16,1,11453,15736
0,103,16,0,10560,16382
0,103,16,2,11227,15555
3,113,0,0,6259,8099
21,188,0,0,4290,6100
21,452,0,0,5791,7402
21,152,0,0,7077,8797
0,103,16,1,10318,14558
0,103,16,0,10326,13229
0,103,16,2,9486,13922
17,358,0,3,8119,15052
3,63,0,1,5652,15723
3,113,0,0,6382,10864
21,443,0,0,7140,11050
21,451,13,0,5879,7120
21,188,0,0,4261,5990
21,452,0,0,5893,7504
11,2,0,1,4582,7074
3,423,15,0,4688,10235
21,14,0,0,5234,7209
21,451,13,0,6022,7176
21,452,0,0,5496,8086
21,58,13,0,5372,7204
21,220,12,0,5296,7312
0,103,16,0,10575,14477
0,103,16,2,9508,13420
17,358,0,3,5924,16294
9,60,1,3,368,958
21,162,0,1,8660,11875
21,451,13,0,6090,7332
21,188,0,0,4073,6302
21,452,0,0,5733,8640
21,58,13,0,5179,6935
21,152,0,0,6218,8265
5,471,1,2,2890,3928
11,2,0,1,4097,6492
17,358,0,3,8586,15539
20,55,0,0,9148,12194
21,188,0,0,4249,6553
21,65,0,2,4733,6944
21,220,12,0,5626,7931
0,103,16,0,10226,14342
17,358,0,3,5711,15901
21,442,0,1,7757,11794
21,162,0,1,7768,11004
21,452,0,0,6291,7321
21,162,0,1,9039,13134
21,447,10,0,4086,8914
21,451,13,0,5268,7917
21,65,0,2,4960,6808
11,2,0,1,4287,7046
4,458,10,0,8605,11576
3,191,0,2,5577,8763
21,443,0,0,8094,12220
21,447,10,0,3934,8663
21,452,0,0,5933,7857
0,103,16,1,10430,14944
0,103,16,0,10348,13666
17,358,0,3,5735,14547
3,423,15,0,4089,10005
21,443,0,0,7902,11395
21,444,0,1,7407,9641
21,14,0,0,5420,7223
21,162,0,1,8921,12782
21,188,0,0,4414,6603
21,452,0,0,5755,7907
17,11,0,3,482,756
21,162,0,1,9058,13492
21,451,13,0,5294,7618
21,188,0,0,4181,6361
21,452,0,0,6093,8084
21,152,0,0,6552,9582
5,108,0,0,2457,5460
3,113,0,0,4644,7817
21,14,0,0,5195,7772
21,447,10,0,4204,9272
21,451,13,0,5776,8359
21,188,0,0,4217,6589
21,162,0,1,9704,14211
21,451,13,0,5779,7502
17,358,0,3,5436,15389
21,451,13,0,5632,7966
21,65,0,2,4833,7871
5,108,0,0,2555,5291
17,358,0,3,5818,15774
3,416,0,1,1790,6067
3,113,0,0,5894,12993
21,443,0,0,7381,12032
21,445,0,0,7184,9732
21,447,10,0,4016,8826
21,451,13,0,5798,7508
21,452,0,0,6085,8939
21,65,0,2,5272,7473
3,191,0,2,4244,7524
3,113,0,0,5684,14943
21,443,0,0,7762,11642
21,14,0,0,5166,7354
21,451,13,0,5993,7217
21,452,0,2,6203,8140
21,65,0,2,5039,7031
21,58,13,0,5186,8137
21,211,0,0,5176,7755
0,103,16,0,9950,13666
17,358,0,3,9270,15586
18,23,12,2,2055,7555
3,80,0,2,10458,16929
21,451,13,0,5218,7213
21,58,13,0,5591,8394
21,211,0,0,5228,8128
5,108,0,0,2651,5557
0,103,16,0,10608,14698
0,103,16,2,10175,14405
21,447,10,0,4631,9796
21,452,0,2,6008,8840
21,58,13,0,5677,7764
21,152,0,0,6330,8727
0,103,16,1,10160,14649
4,458,10,0,9481,11267
3,423,15,0,2468,7593
21,14,0,0,5672,7730
21,447,10,0,4783,9166
21,451,13,0,5405,7244
21,452,0,2,5867,9086
5,108,0,0,2661,5130
17,358,0,3,5590,14724
21,14,0,0,5682,7909
21,452,0,2,6189,8797
21,65,0,2,4819,7190
21,447,10,0,4766,10209
21,451,13,0,5522,7481
21,65,0,2,5171,7540
21,58,13,0,6120,7840
21,152,0,0,6816,9541
0,103,16,0,10118,14299
18,23,10,2,2298,6740
21,443,0,0,9141,12850
21,447,10,0,4464,9483
21,451,13,0,5764,7127
21,452,0,2,6521,8382
21,65,0,2,5198,7716
21,443,0,0,9099,12881
21,447,10,0,5326,10419
21,451,13,0,5734,8442
21,452,0,2,6759,8830
21,58,13,0,5676,7970
21,152,0,0,7619,10852
23,177,0,0,6716,12774
17,358,0,3,9479,15418
21,443,0,0,8679,11936
21,447,10,0,5153,9824
21,451,13,0,6068,8070
21,452,0,2,6393,9082
21,444,0,2,7641,9673
21,445,0,0,6690,9604
21,452,0,0,6658,8562
21,58,13,0,6066,7921
21,152,0,0,7670,10384
17,11,0,3,368,874
18,23,12,2,2023,6491
20,104,13,0,1958,4168
21,14,0,0,5845,7322
21,162,0,1,9796,14465
21,447,10,0,4934,9941
21,451,13,0,5465,8363
21,14,0,0,5713,8086
21,452,0,0,6204,8532
21,152,0,0,7765,10622
17,358,0,3,9226,14459
21,14,0,0,5470,8116
21,447,10,0,5105,9577
21,451,13,0,6057,7466
21,452,0,0,6653,9200
21,152,0,0,7808,10470
17,358,0,3,5943,14724
21,447,10,0,4853,9976
21,451,13,0,5801,7990
21,188,0,0,4303,6507
21,452,0,0,6619,8764
21,58,13,0,5963,8622
0,122,0,2,423,1562
21,447,10,0,5509,11257
21,451,13,0,5594,7529
21,452,0,0,6732,8863
21,14,0,0,6219,7595
21,451,13,0,5831,8292
21,152,0,0,7076,10045
20,85,0,2,1680,2846
21,14,0,0,6199,8191
21,451,13,0,5912,7716
